Alpha,Scenario,Cost_Baseline_B,Cost_NuclearPolicy_B,Cost_Increase_B,Cost_Increase_Pct,Emissions_Baseline_MT,Emissions_NuclearPolicy_MT,Emissions_Change_MT,Emissions_Change_Pct,Nuclear_Baseline_GW,Nuclear_NuclearPolicy_GW,Nuclear_Change_GW
0.0,Emissions-Optimal,279.86,702.44,422.58000000000004,150.99692703494605,49.02,50.85,1.8299999999999983,3.733170134638919,0.0,24.838889270330977,24.838889270330977
0.5,Balanced,147.89,163.32,15.430000000000007,10.433430252214489,58.9,60.97,2.0700000000000003,3.5144312393887955,0.0,1.758085805323255,1.758085805323255
1.0,Cost-Optimal,122.17,139.66,17.489999999999995,14.316116886305963,315.79,303.5,-12.29000000000002,-3.891826846955261,0.0,1.7580858053233388,1.7580858053233388
